order,entry_id,jailbreak
134,E00134,False
135,E00135,True
136,E00136,True
137,E00137,True
138,E00138,False
139,E00139,False
140,E00140,False
141,E00141,False
142,E00142,True
143,E00143,True
144,E00144,True
145,E00145,True
146,E00146,True
147,E00147,True
148,E00148,False
149,E00149,True
150,E00150,True
151,E00151,True
152,E00152,True
153,E00153,False
154,E00154,True
155,E00155,True
156,E00156,True
157,E00157,True
158,E00158,False
159,E00159,True
160,E00160,False
161,E00161,True
162,E00162,True
163,E00163,True
164,E00164,True
165,E00165,False
166,E00166,True
167,E00167,False
168,E00168,False
169,E00169,True
170,E00170,True
171,E00171,False
172,E00172,True
173,E00173,True
174,E00174,True
175,E00175,True
176,E00176,False
177,E00177,False
178,E00178,True
179,E00179,True
180,E00180,True
181,E00181,True
182,E00182,True
183,E00183,True
184,E00184,False
185,E00185,True
186,E00186,True
187,E00187,False
188,E00188,True
189,E00189,True
190,E00190,True
191,E00191,False
192,E00192,True
193,E00193,False
194,E00194,True
195,E00195,True
196,E00196,True
197,E00197,True
198,E00198,False
199,E00199,True
200,E00200,True
201,E00201,True
202,E00202,True
203,E00203,False
204,E00204,True
205,E00205,True
206,E00206,True
207,E00207,True
208,E00208,True
209,E00209,True
210,E00210,False
211,E00211,True
212,E00212,True
213,E00213,True
214,E00214,True
215,E00215,True
216,E00216,False
217,E00217,True
218,E00218,True
219,E00219,True
220,E00220,True
221,E00221,True
222,E00222,True
223,E00223,True
224,E00224,True
225,E00225,True
226,E00226,False
227,E00227,True
228,E00228,True
229,E00229,True
230,E00230,False
231,E00231,False
232,E00232,True
233,E00233,True
234,E00234,True
235,E00235,True
236,E00236,True
237,E00237,True
238,E00238,True
239,E00239,False
240,E00240,True
241,E00241,False
242,E00242,True
243,E00243,True
244,E00244,True
245,E00245,True
246,E00246,True
247,E00247,True
248,E00248,True
249,E00249,True
250,E00250,True
251,E00251,True
252,E00252,True
253,E00253,False
254,E00254,True
255,E00255,False
256,E00256,True
257,E00257,True
258,E00258,False
259,E00259,True
260,E00260,False
261,E00261,True
262,E00262,True
263,E00263,True
264,E00264,True
265,E00265,True
266,E00266,True
267,E00267,True
268,E00268,True
269,E00269,True
270,E00270,True
271,E00271,False
272,E00272,True
273,E00273,True
274,E00274,True
275,E00275,True
276,E00276,True
277,E00277,True
278,E00278,True
279,E00279,True
280,E00280,True
281,E00281,True
282,E00282,True
283,E00283,True
284,E00284,False
285,E00285,True
286,E00286,True
287,E00287,True
288,E00288,True
289,E00289,False
290,E00290,True
291,E00291,False
292,E00292,True
293,E00293,False
294,E00294,True
295,E00295,True
296,E00296,True
297,E00297,False
298,E00298,True
299,E00299,True
300,E00300,True
301,E00301,True
302,E00302,True
303,E00303,False
304,E00304,True
305,E00305,False
306,E00306,True
307,E00307,True
308,E00308,True
309,E00309,True
310,E00310,False
311,E00311,True
312,E00312,True
313,E00313,True
314,E00314,True
315,E00315,False
316,E00316,True
317,E00317,True
318,E00318,False
319,E00319,True
320,E00320,True
321,E00321,False
322,E00322,True
323,E00323,True
324,E00324,False
325,E00325,False
326,E00326,False
327,E00327,False
328,E00328,True
329,E00329,True
330,E00330,True
331,E00331,True
332,E00332,True
333,E00333,True
334,E00334,False
335,E00335,False
336,E00336,True
337,E00337,True
338,E00338,True
339,E00339,False
340,E00340,True
341,E00341,False
342,E00342,True
343,E00343,True
344,E00344,False
345,E00345,False
346,E00346,True
347,E00347,True
348,E00348,False
349,E00349,True
350,E00350,True
351,E00351,True
352,E00352,True
353,E00353,False
354,E00354,True
355,E00355,False
356,E00356,True
357,E00357,True
358,E00358,False
359,E00359,True
360,E00360,False
361,E00361,True
362,E00362,True
363,E00363,True
364,E00364,True
365,E00365,False
366,E00366,True
367,E00367,True
368,E00368,True
369,E00369,True
370,E00370,False
371,E00371,False
372,E00372,True
373,E00373,True
374,E00374,False
375,E00375,True
376,E00376,False
377,E00377,False
378,E00378,True
379,E00379,True
380,E00380,True
381,E00381,True
382,E00382,True
383,E00383,True
384,E00384,True
385,E00385,True
386,E00386,True
387,E00387,True
388,E00388,False
389,E00389,False
390,E00390,False
391,E00391,False
392,E00392,True
393,E00393,True
394,E00394,True
395,E00395,True
396,E00396,True
397,E00397,True
398,E00398,False
399,E00399,False
400,E00400,True
401,E00401,True
402,E00402,False
403,E00403,False
404,E00404,True
405,E00405,False
406,E00406,True
407,E00407,True
408,E00408,False
409,E00409,True
410,E00410,False
411,E00411,False
412,E00412,True
413,E00413,True
414,E00414,True
415,E00415,False
416,E00416,True
417,E00417,True
418,E00418,True
419,E00419,True
420,E00420,True
421,E00421,False
422,E00422,True
423,E00423,True
424,E00424,False
425,E00425,True
426,E00426,False
427,E00427,False
428,E00428,True
429,E00429,True
430,E00430,False
431,E00431,True
432,E00432,True
433,E00433,True
434,E00434,False
435,E00435,True
436,E00436,True
437,E00437,True
438,E00438,True
439,E00439,True
440,E00440,True
441,E00441,False
442,E00442,True
443,E00443,False
444,E00444,True
445,E00445,True
446,E00446,True
447,E00447,True
448,E00448,False
449,E00449,True
450,E00450,True
451,E00451,True
452,E00452,True
453,E00453,False
454,E00454,True
455,E00455,False
456,E00456,True
457,E00457,True
458,E00458,True
459,E00459,True
460,E00460,True
461,E00461,True
462,E00462,True
463,E00463,True
464,E00464,True
465,E00465,True
466,E00466,True
467,E00467,True
468,E00468,True
469,E00469,True
470,E00470,True
471,E00471,False
472,E00472,True
473,E00473,False
474,E00474,True
475,E00475,True
476,E00476,True
477,E00477,True
478,E00478,False
479,E00479,True
480,E00480,True
481,E00481,True
482,E00482,True
483,E00483,True
484,E00484,True
485,E00485,True
486,E00486,True
487,E00487,True
488,E00488,True
489,E00489,True
490,E00490,False
491,E00491,False
492,E00492,True
493,E00493,True
494,E00494,True
495,E00495,True
496,E00496,True
497,E00497,True
498,E00498,True
499,E00499,True
500,E00500,True
501,E00501,True
502,E00502,True
503,E00503,True
504,E00504,True
505,E00505,True
506,E00506,True
507,E00507,True
508,E00508,True
509,E00509,True
510,E00510,True
511,E00511,True
512,E00512,True
513,E00513,True
514,E00514,True
515,E00515,True
516,E00516,True
517,E00517,True
518,E00518,True
519,E00519,True
520,E00520,True
521,E00521,False
522,E00522,True
523,E00523,True
524,E00524,True
525,E00525,True
526,E00526,True
527,E00527,True
528,E00528,True
529,E00529,True
530,E00530,True
531,E00531,True
532,E00532,True
533,E00533,True
534,E00534,True
535,E00535,True
536,E00536,True
537,E00537,True
538,E00538,True
539,E00539,False
540,E00540,True
541,E00541,False
542,E00542,True
543,E00543,True
544,E00544,True
545,E00545,False
546,E00546,True
547,E00547,True
548,E00548,True
549,E00549,True
550,E00550,True
551,E00551,True
552,E00552,True
553,E00553,False
554,E00554,True
555,E00555,True
556,E00556,True
557,E00557,True
558,E00558,True
559,E00559,True
560,E00560,False
561,E00561,True
562,E00562,True
563,E00563,True
564,E00564,True
565,E00565,True
566,E00566,False
567,E00567,True
568,E00568,True
569,E00569,True
570,E00570,True
571,E00571,False
572,E00572,True
573,E00573,True
574,E00574,True
575,E00575,True
576,E00576,True
577,E00577,True
578,E00578,True
579,E00579,True
580,E00580,True
581,E00581,True
582,E00582,True
583,E00583,True
584,E00584,True
585,E00585,True
586,E00586,True
587,E00587,True
588,E00588,True
589,E00589,False
590,E00590,True
591,E00591,False
592,E00592,True
593,E00593,False
594,E00594,True
595,E00595,False
596,E00596,False
597,E00597,True
598,E00598,True
599,E00599,True
600,E00600,True
601,E00601,True
602,E00602,True
603,E00603,False
604,E00604,True
605,E00605,True
606,E00606,True
607,E00607,True
608,E00608,True
609,E00609,True
610,E00610,False
611,E00611,True
612,E00612,True
613,E00613,True
614,E00614,True
615,E00615,True
616,E00616,True
617,E00617,True
618,E00618,True
619,E00619,True
620,E00620,True
621,E00621,False
622,E00622,True
623,E00623,True
624,E00624,False
625,E00625,True
626,E00626,False
627,E00627,True
628,E00628,True
629,E00629,True
630,E00630,True
631,E00631,True
632,E00632,True
633,E00633,True
634,E00634,True
635,E00635,True
636,E00636,True
637,E00637,True
638,E00638,True
639,E00639,True
640,E00640,True
641,E00641,False
642,E00642,True
643,E00643,False
644,E00644,False
645,E00645,True
646,E00646,True
647,E00647,True
648,E00648,False
649,E00649,True
650,E00650,True
651,E00651,True
652,E00652,True
653,E00653,False
654,E00654,True
655,E00655,True
656,E00656,True
657,E00657,True
658,E00658,True
659,E00659,True
660,E00660,True
661,E00661,True
662,E00662,True
663,E00663,True
664,E00664,True
665,E00665,True
666,E00666,True
667,E00667,True
668,E00668,True
669,E00669,True
670,E00670,True
671,E00671,False
672,E00672,True
673,E00673,True
674,E00674,False
675,E00675,False
676,E00676,True
677,E00677,False
678,E00678,True
679,E00679,True
680,E00680,True
681,E00681,True
682,E00682,True
683,E00683,True
684,E00684,True
685,E00685,True
686,E00686,True
687,E00687,True
688,E00688,True
689,E00689,False
690,E00690,True
691,E00691,False
692,E00692,True
693,E00693,True
694,E00694,True
695,E00695,True
696,E00696,True
697,E00697,True
698,E00698,True
699,E00699,True
700,E00700,True
701,E00701,True
702,E00702,True
703,E00703,True
704,E00704,True
705,E00705,True
706,E00706,True
707,E00707,True
708,E00708,True
709,E00709,True
710,E00710,False
711,E00711,True
712,E00712,True
713,E00713,True
714,E00714,True
715,E00715,True
716,E00716,False
717,E00717,True
718,E00718,True
719,E00719,True
720,E00720,True
721,E00721,False
722,E00722,True
723,E00723,True
724,E00724,True
725,E00725,True
726,E00726,True
727,E00727,True
728,E00728,True
729,E00729,True
730,E00730,True
731,E00731,False
732,E00732,True
733,E00733,True
734,E00734,True
735,E00735,True
736,E00736,True
737,E00737,True
738,E00738,True
739,E00739,True
740,E00740,True
741,E00741,False
742,E00742,True
743,E00743,True
744,E00744,True
745,E00745,True
746,E00746,True
747,E00747,False
748,E00748,True
749,E00749,True
750,E00750,True
751,E00751,True
752,E00752,True
753,E00753,False
754,E00754,True
755,E00755,False
756,E00756,True
757,E00757,True
758,E00758,True
759,E00759,True
760,E00760,True
761,E00761,True
762,E00762,True
763,E00763,True
764,E00764,True
765,E00765,False
766,E00766,True
767,E00767,True
768,E00768,True
769,E00769,True
770,E00770,False
771,E00771,False
772,E00772,True
773,E00773,True
774,E00774,True
775,E00775,True
776,E00776,False
777,E00777,True
778,E00778,False
779,E00779,False
780,E00780,True
781,E00781,False
782,E00782,True
783,E00783,True
784,E00784,False
785,E00785,True
786,E00786,True
787,E00787,True
788,E00788,True
789,E00789,False
790,E00790,True
791,E00791,False
792,E00792,True
793,E00793,False
794,E00794,True
795,E00795,True
796,E00796,False
797,E00797,True
798,E00798,False
799,E00799,True
800,E00800,True
801,E00801,True
802,E00802,True
803,E00803,True
804,E00804,True
805,E00805,False
806,E00806,True
807,E00807,True
808,E00808,True
809,E00809,True
810,E00810,False
811,E00811,True
812,E00812,True
813,E00813,True
814,E00814,True
815,E00815,False
816,E00816,True
817,E00817,True
818,E00818,True
819,E00819,True
820,E00820,True
821,E00821,False
822,E00822,True
823,E00823,True
824,E00824,False
825,E00825,True
826,E00826,False
827,E00827,False
828,E00828,True
829,E00829,True
830,E00830,True
831,E00831,True
832,E00832,True
833,E00833,False
834,E00834,True
835,E00835,False
836,E00836,True
837,E00837,True
838,E00838,True
839,E00839,True
840,E00840,True
841,E00841,False
842,E00842,True
843,E00843,True
844,E00844,True
845,E00845,True
846,E00846,True
847,E00847,True
848,E00848,False
849,E00849,True
850,E00850,True
851,E00851,True
852,E00852,True
853,E00853,False
854,E00854,True
855,E00855,True
856,E00856,True
857,E00857,True
858,E00858,True
859,E00859,False
860,E00860,True
861,E00861,True
862,E00862,False
863,E00863,True
864,E00864,True
865,E00865,False
866,E00866,True
867,E00867,True
868,E00868,True
869,E00869,True
870,E00870,True
871,E00871,False
872,E00872,True
873,E00873,True
874,E00874,False
875,E00875,True
876,E00876,False
877,E00877,True
878,E00878,True
879,E00879,True
880,E00880,True
881,E00881,True
882,E00882,True
883,E00883,True
884,E00884,True
885,E00885,False
886,E00886,True
887,E00887,True
888,E00888,True
889,E00889,False
890,E00890,True
891,E00891,False
892,E00892,True
893,E00893,True
894,E00894,True
895,E00895,False
896,E00896,True
897,E00897,False
898,E00898,False
899,E00899,True
900,E00900,True
901,E00901,True
902,E00902,True
903,E00903,False
904,E00904,True
905,E00905,True
906,E00906,True
907,E00907,True
908,E00908,True
909,E00909,True
910,E00910,False
911,E00911,True
912,E00912,True
913,E00913,True
914,E00914,True
915,E00915,True
916,E00916,True
917,E00917,True
918,E00918,True
919,E00919,True
920,E00920,True
921,E00921,False
922,E00922,True
923,E00923,False
924,E00924,False
925,E00925,False
926,E00926,False
927,E00927,True
928,E00928,True
929,E00929,True
930,E00930,True
931,E00931,True
932,E00932,True
933,E00933,True
934,E00934,True
935,E00935,True
936,E00936,True
937,E00937,True
938,E00938,True
939,E00939,False
940,E00940,True
941,E00941,False
942,E00942,True
943,E00943,True
944,E00944,True
945,E00945,True
946,E00946,True
947,E00947,True
948,E00948,True
949,E00949,True
950,E00950,True
951,E00951,True
952,E00952,True
953,E00953,False
954,E00954,True
955,E00955,True
956,E00956,True
957,E00957,True
958,E00958,True
959,E00959,True
960,E00960,False
961,E00961,True
962,E00962,False
963,E00963,True
964,E00964,False
965,E00965,True
966,E00966,True
967,E00967,True
968,E00968,True
969,E00969,True
970,E00970,True
971,E00971,False
972,E00972,True
973,E00973,True
974,E00974,True
975,E00975,False
976,E00976,False
977,E00977,True
978,E00978,False
979,E00979,True
980,E00980,True
981,E00981,True
982,E00982,True
983,E00983,True
984,E00984,False
985,E00985,True
986,E00986,True
987,E00987,True
988,E00988,False
989,E00989,False
990,E00990,True
991,E00991,False
992,E00992,True
993,E00993,True
994,E00994,True
995,E00995,True
996,E00996,True
997,E00997,True
998,E00998,True
999,E00999,True
1000,E01000,True
1001,E01001,True
1002,E01002,True
1003,E01003,False
1004,E01004,True
1005,E01005,False
1006,E01006,True
1007,E01007,True
1008,E01008,True
1009,E01009,True
1010,E01010,False
1011,E01011,True
1012,E01012,True
1013,E01013,True
1014,E01014,False
1015,E01015,True
1016,E01016,True
1017,E01017,True
1018,E01018,True
1019,E01019,True
1020,E01020,True
1021,E01021,False
1022,E01022,True
1023,E01023,True
1024,E01024,True
1025,E01025,True
1026,E01026,False
1027,E01027,True
1028,E01028,True
1029,E01029,True
1030,E01030,True
1031,E01031,True
1032,E01032,True
1033,E01033,True
1034,E01034,True
1035,E01035,False
1036,E01036,True
1037,E01037,True
1038,E01038,True
1039,E01039,True
1040,E01040,True
1041,E01041,False
1042,E01042,True
1043,E01043,False
1044,E01044,False
1045,E01045,True
1046,E01046,True
1047,E01047,True
1048,E01048,True
1049,E01049,True
1050,E01050,True
1051,E01051,True
1052,E01052,True
1053,E01053,False
1054,E01054,False
1055,E01055,False
1056,E01056,True
1057,E01057,True
1058,E01058,True
1059,E01059,True
1060,E01060,False
1061,E01061,True
1062,E01062,True
1063,E01063,True
1064,E01064,True
1065,E01065,True
1066,E01066,True
1067,E01067,False
1068,E01068,False
1069,E01069,True
1070,E01070,True
1071,E01071,False
1072,E01072,True
1073,E01073,False
1074,E01074,False
1075,E01075,False
1076,E01076,True
1077,E01077,False
1078,E01078,True
1079,E01079,True
1080,E01080,True
1081,E01081,True
1082,E01082,True
1083,E01083,True
1084,E01084,True
1085,E01085,True
1086,E01086,False
1087,E01087,True
1088,E01088,False
1089,E01089,False
1090,E01090,False
1091,E01091,False
1092,E01092,False
1093,E01093,False
1094,E01094,True
1095,E01095,False
1096,E01096,False
1097,E01097,False
1098,E01098,False
1099,E01099,True
1100,E01100,True
1101,E01101,True
1102,E01102,True
1103,E01103,False
1104,E01104,True
1105,E01105,False
1106,E01106,True
1107,E01107,True
1108,E01108,False
1109,E01109,True
1110,E01110,False
1111,E01111,True
1112,E01112,True
1113,E01113,True
1114,E01114,False
1115,E01115,False
1116,E01116,False
1117,E01117,False
1118,E01118,False
1119,E01119,True
1120,E01120,True
1121,E01121,True
1122,E01122,True
1123,E01123,True
1124,E01124,False
1125,E01125,False
1126,E01126,False
1127,E01127,False
1128,E01128,False
1129,E01129,True
1130,E01130,True
1131,E01131,False
1132,E01132,True
1133,E01133,True
1134,E01134,True
1135,E01135,True
1136,E01136,True
1137,E01137,True
1138,E01138,False
1139,E01139,False
1140,E01140,True
1141,E01141,False
1142,E01142,True
1143,E01143,True
1144,E01144,True
1145,E01145,False
1146,E01146,False
1147,E01147,False
1148,E01148,False
1149,E01149,True
1150,E01150,True
1151,E01151,True
1152,E01152,False
1153,E01153,False
1154,E01154,True
1155,E01155,False
1156,E01156,False
1157,E01157,True
1158,E01158,False
1159,E01159,True
1160,E01160,False
1161,E01161,True
1162,E01162,False
1163,E01163,True
1164,E01164,False
1165,E01165,False
1166,E01166,False
1167,E01167,True
1168,E01168,True
1169,E01169,True
1170,E01170,True
1171,E01171,False
1172,E01172,True
1173,E01173,True
1174,E01174,False
1175,E01175,False
1176,E01176,True
1177,E01177,True
1178,E01178,True
1179,E01179,True
1180,E01180,True
1181,E01181,True
1182,E01182,True
1183,E01183,True
1184,E01184,True
1185,E01185,True
1186,E01186,False
1187,E01187,True
1188,E01188,False
1189,E01189,False
1190,E01190,False
1191,E01191,False
1192,E01192,True
1193,E01193,False
1194,E01194,True
1195,E01195,True
1196,E01196,False
1197,E01197,False
1198,E01198,False
1199,E01199,True
1200,E01200,True
1201,E01201,True
1202,E01202,True
